,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
66340,50341562,"Spacious Studio Apartments / Gym, Sauna, Jacuzzi",406524410,Roland House,,Kensington and Chelsea,51.490849,-0.180762,Entire home/apt,175,1,1,6/27/2021,0.39,93,349,1,
4083,4382612,Lovely Family Home In Dalston,15026293,Nicholas,,Hackney,51.55109,-0.07787,Entire home/apt,175,7,1,3/16/2015,0.01,1,0,0,
27825,21942266,Rooftop penthouse on Hoxton Canal -  huge terrace,8214001,Jonathan,,Hackney,51.53806,-0.08266,Entire home/apt,175,7,3,10/14/2020,0.25,1,50,3,
38479,29903325,CLEAN CALM 2 bed flat  - 200MB,769488,Tanja,,Hackney,51.53058,-0.08474,Entire home/apt,175,5,15,12/20/2018,0.46,7,350,0,
68903,51422775,"Spacious, family home in the heart of Chelsea",416446317,Lumturie,,Kensington and Chelsea,51.48146,-0.17881,Entire home/apt,175,3,2,8/31/2021,2.0,1,334,2,
36611,28363938,Holland Park Apartment,18405386,Mouna,,Kensington and Chelsea,51.50987,-0.21034,Entire home/apt,175,2,29,4/6/2019,0.86,1,0,1,
59670,45391082,Family apartment in heart of Shoreditch,363067199,Anna,,Hackney,51.52716,-0.08154,Private room,175,1,7,8/28/2021,0.61,12,166,7,
53395,40778452,Stunning Artist's home in Hackney,47419349,Jane,,Hackney,51.55636,-0.04491,Entire home/apt,175,4,0,,,2,0,0,
60195,45695378,The Belgravia Suite next to Sloane Square,368522735,3 Sloane Gardens By UnderTheDoormat,,Kensington and Chelsea,51.49077,-0.15578,Entire home/apt,175,1,3,9/5/2021,0.61,9,229,3,
722,517941,"The Shoe Factory - Stylish Space - Cinema, Sonos",2550236,Gemma,,Hackney,51.53956,-0.05472,Entire home/apt,175,5,30,7/8/2021,0.27,1,179,3,
22435,19126124,Cabin in the City,2896172,Shai,,Hackney,51.55787,-0.07216,Entire home/apt,175,14,0,,,1,71,0,
66815,50561196,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49016,-0.18178,Entire home/apt,175,1,2,7/25/2021,2.0,93,323,2,
45045,35251703,Lovely 2 bed Flat in the heart of cultural London,265392861,John,,Kensington and Chelsea,51.48984,-0.19693,Entire home/apt,175,30,0,,,1,90,0,
66817,50561327,"Spacious Studio Apartment/Gym, Sauna, Jacuzzi",406524410,Roland House,,Kensington and Chelsea,51.48997,-0.17959,Entire home/apt,175,1,2,9/4/2021,2.0,93,315,2,
6033,6456630,Exclusive Canalside Loft Apartment,33718598,Jamie,,Hackney,51.53679,-0.07624,Entire home/apt,175,4,0,,,1,0,0,
58104,44150096,Beautiful Notting Hill 2BD Flat,17025258,Elizabeth,,Kensington and Chelsea,51.51126,-0.20288,Entire home/apt,175,3,0,,,1,0,0,
55137,42011779,Luxury apartment 2 min from Notting Hill Station,8961729,Clebinho,,Kensington and Chelsea,51.50924,-0.19439,Entire home/apt,175,1,0,,,1,37,0,
7046,7212269,Stylish 3Bed Flat in Notting Hill,6736636,Ilaria,,Kensington and Chelsea,51.51473,-0.20988,Entire home/apt,175,2,0,,,1,0,0,
41920,32713785,Great 3 bed Victorian house in perfect location,386025,Jessica,,Hackney,51.55448,-0.05029,Entire home/apt,175,3,1,4/20/2019,0.03,1,0,0,
23344,19650095,Luxurious 1 bedroom by iconic Sloane Square.,11334907,Esben,,Kensington and Chelsea,51.49251,-0.15578,Entire home/apt,175,15,1,6/12/2018,0.03,2,0,0,
67506,50861678,BRIGHT NOTTING HILL WITH 2x ROOF TERRACES,46657632,Tommy,,Kensington and Chelsea,51.51475,-0.20633,Entire home/apt,175,7,0,,,1,345,0,
45853,35833604,Cosy apartment in Chelsea,37056489,Will,,Kensington and Chelsea,51.48647,-0.17704,Entire home/apt,175,2,22,1/21/2020,1.13,12,0,1,
8595,8318602,Cool 2Bed/2Ba Apt with balcony...,43854569,Samit,,Kensington and Chelsea,51.49144,-0.19636,Entire home/apt,175,1,0,,,1,0,0,
67551,50884190,"Spacious Studio Apartments / Gym, Sauna, Jacuzzi",406524410,Roland House,,Kensington and Chelsea,51.4913,-0.17985,Entire home/apt,175,1,1,7/25/2021,0.61,93,335,1,
32018,24744793,Stunning place on famous crescent in Notting Hill,2769968,Elizabeth & Hugo,,Kensington and Chelsea,51.51123,-0.20004,Entire home/apt,175,30,55,10/20/2019,1.5,8,32,1,
16548,14829894,"3 Bed Hoxton Flat, Close to Bustling Shoreditch",92754127,Rahul,,Hackney,51.53206,-0.07712,Entire home/apt,175,2,20,1/2/2020,0.33,1,0,0,
35169,27287218,1Bed in Knightsbridge*****,196184311,Florentina,,Kensington and Chelsea,51.49258,-0.19083,Entire home/apt,175,3,1,8/30/2018,0.03,6,180,0,
45789,35789762,"Top Floor, Rosary Gardens Two Bed.",231077412,Mountgrange Heritage,,Kensington and Chelsea,51.49058,-0.18197,Entire home/apt,175,3,7,6/25/2019,0.26,18,0,0,
66816,50561263,"Spacious Studio Apartment - Gym, Sauna, Jaccuzi",406524410,Roland House,,Kensington and Chelsea,51.49034,-0.17985,Entire home/apt,175,1,4,8/16/2021,1.71,93,350,4,
67552,50884298,"Spacious Studio Flat / Gym, Sauna, Jacuzzi",406524410,Roland House,,Kensington and Chelsea,51.49151,-0.17958,Entire home/apt,175,1,7,8/29/2021,4.38,93,352,7,
10366,9773027,Cool 2 bed apt in Shoreditch,32338832,David,,Hackney,51.52759,-0.0793,Entire home/apt,175,4,0,,,1,0,0,
66818,50561403,"Spacious Studio Apartment - Gym, sauna, Jacuzzi",406524410,Roland House,,Kensington and Chelsea,51.48987,-0.18028,Entire home/apt,175,1,9,8/29/2021,6.43,93,345,9,
63145,48578226,Homely Garden Flat in Notting Hill - LOVE,37056489,Will,,Kensington and Chelsea,51.51778,-0.20339,Entire home/apt,175,2,10,6/19/2021,2.22,12,0,10,
2894,3041178,"Light and Spacious 2 bed, 2 bath, garden flat N4",15485524,Claire,,Hackney,51.56532,-0.09844,Entire home/apt,175,3,17,8/3/2021,0.52,1,75,1,
39865,30947432,"Great studio near Harrords Quiet Street, Sleeps 4",24603454,Thomas,,Kensington and Chelsea,51.49915,-0.16176,Entire home/apt,175,7,3,10/13/2019,0.12,25,360,0,
19827,17445834,"Modern, Bright & High-Ceilinged First Floor Flat",66155888,Andrew,,Kensington and Chelsea,51.48697,-0.1841,Entire home/apt,175,14,16,10/12/2018,0.35,1,0,0,
67555,50884385,"Spacious Studio Flat / Gym, Sauna, Jacuzzi",406524410,Roland House,,Kensington and Chelsea,51.49006,-0.18196,Entire home/apt,175,1,5,8/11/2021,3.06,93,307,5,
52161,40085317,1 bed Holland Park flat overlooking private garden,7001953,Abbie,,Kensington and Chelsea,51.50694,-0.21318,Entire home/apt,175,10,1,1/4/2020,0.05,1,153,0,
67554,50884350,"Spacious Studio Flat / Gym, Sauna, Jacuzzi",406524410,Roland House,,Kensington and Chelsea,51.49035,-0.18175,Entire home/apt,175,1,7,9/3/2021,4.2,93,354,7,
55538,42262485,The Knaresborough  -Stylish Earl's Court Apartment,335585086,Mark,,Kensington and Chelsea,51.49324,-0.19062,Entire home/apt,175,1,2,7/31/2021,0.42,6,340,2,
37853,29430556,Victoria Park House,190221627,Elaine,,Hackney,51.54213,-0.04069,Entire home/apt,175,5,0,,,1,0,0,
59031,44929698,Beautifully presented Sloane Square luxury Apt,21088145,Amanda,,Kensington and Chelsea,51.49094,-0.16109,Entire home/apt,175,2,0,,,24,161,0,
66897,50606504,"Spacious Studio Flat/Gym, Sauna, Jauzzi",406524410,Roland House,,Kensington and Chelsea,51.490849,-0.180762,Entire home/apt,175,1,7,7/21/2021,3.56,93,352,7,
27223,21688534,Chelsea Flat near Sloane Square,1788293,Marcus,,Kensington and Chelsea,51.49284,-0.15948,Entire home/apt,175,3,1,11/9/2017,0.02,1,0,0,
68477,51262268,Central/Luxury/New/Restaurants/,173957824,Beata,,Kensington and Chelsea,51.49414,-0.19441,Entire home/apt,175,3,0,,,9,34,0,
39192,30386298,Stunning Notting Hill 1Bed w/Balcony 10Min fr Tube,203248950,Myles + Sophie,,Kensington and Chelsea,51.51487,-0.20199,Entire home/apt,176,2,21,10/6/2020,0.9,16,102,9,
2416,2221286,"Bright, comfy & stylish flat near Portobello",2006404,Sadakat,,Kensington and Chelsea,51.51871,-0.21031,Entire home/apt,176,4,71,5/26/2018,0.79,2,323,2,
60818,46100411,Spacious 2-Bedroom Flat with Waterside Views,373611778,Sarah,,Hackney,51.56183,-0.04653,Entire home/apt,176,2,2,4/16/2021,0.33,1,111,2,
63920,48996929,Charming Boutique One Bedroom In Gloucester Road,215103867,David,,Kensington and Chelsea,51.49475,-0.18541,Entire home/apt,176,3,1,5/25/2021,0.27,21,164,1,
1063,656590,Notting hill Portobello Artist Garden Flat,3307388,Joanna,,Kensington and Chelsea,51.51426,-0.20473,Entire home/apt,176,1,252,8/17/2021,2.31,2,74,7,
3082,3300170,-3 TUBE LINES -Hyde Park-Museums- walk 10 minutes,15761322,David,,Kensington and Chelsea,51.49713,-0.16585,Entire home/apt,176,2,76,2/17/2020,0.9,1,76,6,
68255,51161820,Central/Kensington/Luxury/New/2Bedr/Cosy/Pubs,173957824,Beata,,Kensington and Chelsea,51.49213,-0.19313,Entire home/apt,176,3,3,8/19/2021,1.84,9,25,3,
5114,5456530,Wonderful & Spacious 2 Bed Loft in Stokey,28300304,Josephine,,Hackney,51.55797,-0.08568,Entire home/apt,176,3,37,9/1/2021,0.6,2,256,6,
70427,52105660,"Chelsea, London 🏡 Stylish & Clean One-Bedroom Serviced Apartment",373256510,TruStay Apartments,,Kensington and Chelsea,51.49337749,-0.168336109,Entire home/apt,176,5,0,,,26,55,0,
57329,43463173,MASSIVE 3000SQ FT WAREHOUSE FLAT Amazing Apartment  with Recreational Activities for Large Families!,89355192,Shlome,,Hackney,51.54503,-0.02523,Entire home/apt,176,28,14,8/13/2021,0.91,9,289,6,
11684,11100462,London Notting hill Gate apartment,1482955,Edem,,Kensington and Chelsea,51.50947,-0.1942,Entire home/apt,176,3,26,6/26/2019,0.83,2,309,0,
69155,51503467,The Notting Hill Apartments by House of Kip - NH3,11131496,House Of Kip,,Kensington and Chelsea,51.51635855,-0.206120811,Entire home/apt,177,1,1,8/15/2021,1.0,7,141,1,
18046,16105854,Luxurious 2BD Apartment In The Heart Of Old Street,4386510,Karen,,Hackney,51.53124,-0.09515,Entire home/apt,177,2,30,5/8/2017,0.53,1,0,0,
68947,51438184,The Notting Hill Apartments by House of Kip - NH2,11131496,House Of Kip,,Kensington and Chelsea,51.51841575,-0.204051763,Entire home/apt,177,1,3,8/30/2021,3.0,7,139,3,
9782,9378798,Elegant 2 Bed 8 mins to Knightsbridge Tube,36367228,Jeremy & Jean,,Kensington and Chelsea,51.49795,-0.16653,Entire home/apt,177,4,75,1/7/2020,1.09,1,102,0,
45107,35302718,GuestReady - Live like a Lord in a historic Chelsea flat,402191311,GuestReady,,Kensington and Chelsea,51.49068,-0.18475,Entire home/apt,177,2,3,3/3/2020,0.13,131,0,0,
68559,51300245,Bohemian Home,13016773,Leila,,Kensington and Chelsea,51.52211,-0.203,Entire home/apt,177,2,0,,,1,57,0,
65634,50025289,ONE-BEDROOM APARTMENT WITH BALCONY IN SHOREDITCH,54987,Prateek,,Hackney,51.53097,-0.07408,Entire home/apt,177,5,1,7/22/2021,0.58,41,349,1,
14994,13758771,Up to 20% off! 3 Bedroom Apartment in Hackney,33889201,Veeve,,Hackney,51.54633,-0.06351,Entire home/apt,177,3,0,,,864,1,0,
40699,31689443,Luxury 2 bedroom Duplex in Shoreditch!,236104372,Sophie,,Hackney,51.52506,-0.08142,Entire home/apt,178,2,20,3/2/2020,0.89,2,0,0,
9590,9224280,"Unique Notting Hill 2 double bedroom,  Portobello",47960227,Mimi,,Kensington and Chelsea,51.52437,-0.20978,Entire home/apt,178,2,3,5/31/2016,0.11,2,0,0,
4196,4512788,Apartment 1 min walk from Notting Hill Station,4098109,Bea,,Kensington and Chelsea,51.5089,-0.19452,Private room,178,2,178,3/31/2020,2.87,1,102,0,
45543,35609073,Quiet room in cosy house by Broadway Market,7847794,Kate,,Hackney,51.53487,-0.06548,Private room,178,3,6,9/1/2020,0.22,2,353,0,
38876,30193491,Light Spacious 2 Bed Apartment Kensington,128659370,Cecily,,Kensington and Chelsea,51.49682,-0.19483,Entire home/apt,178,7,18,3/8/2020,0.55,85,41,4,
43410,33928527,Nice Apartment Next To Harrods,135183031,Karim,,Kensington and Chelsea,51.49689,-0.16685,Entire home/apt,178,7,15,12/23/2019,0.55,9,193,0,
50528,39045575,Spacious 2 Bed Flat in Sloane Square,299242498,Lower,,Kensington and Chelsea,51.49124,-0.15737,Entire home/apt,178,2,4,11/3/2019,0.17,1,0,0,
9102,8811471,Peaceful 1 bed flat off Sloane Square with patio,14875410,Altido,,Kensington and Chelsea,51.49074,-0.15778,Entire home/apt,178,4,50,12/27/2019,0.86,35,352,9,
60665,45987014,Colourful Two-Bedroom Home Next to Portobello Road,37056489,Will,,Kensington and Chelsea,51.51909,-0.20478,Entire home/apt,178,3,4,8/9/2021,0.38,12,262,4,
56929,43076558,Bright 1 bed apartment in Knightsbridge (Veeve),137094377,Veeve,,Kensington and Chelsea,51.49294,-0.16553,Entire home/apt,178,15,0,,,276,1,0,
65165,49771014,Artistic apartment in Kensington,58828772,Panos,,Kensington and Chelsea,51.491402,-0.180607,Entire home/apt,178,5,0,,,15,120,0,
55047,41947675,Bright and Airy Studio Apartment by Mansley,395767349,Mansley,,Kensington and Chelsea,51.49066,-0.19082,Entire home/apt,178,1,0,,,12,321,0,
22782,19340643,Stunning Family Home Overlooking London Fields,52675,Fiona,,Hackney,51.53877,-0.05812,Entire home/apt,178,2,13,1/2/2020,0.3,1,0,0,
10330,9753161,Private floor in Kensington home,6157455,Julia,,Kensington and Chelsea,51.49654,-0.18962,Private room,178,4,28,8/10/2019,0.44,1,334,0,
54784,41805058,"Trendy, Classy 1bed South Kensington",204935083,Matthew,,Kensington and Chelsea,51.49465,-0.18819,Entire home/apt,178,3,0,,,64,365,0,
45551,35613159,Cosy House by Broadway Market with Private Garden,7847794,Kate,,Hackney,51.5351,-0.0659,Entire home/apt,178,3,15,7/18/2021,0.66,2,150,4,
59101,45006506,In between Earls Court/ High St Ken/W Ken Tube,362581114,Nad,,Kensington and Chelsea,51.49368,-0.20257,Entire home/apt,179,28,0,,,2,346,0,
61067,46352938,Luxurious 1 Bed Central London Apartment,24175204,Ben,,Kensington and Chelsea,51.49169,-0.17762,Entire home/apt,179,30,0,,,2,0,0,
2439,2271369,"Gorgeous, sunny & quiet 3 double bedroom, Dalston",2344903,Bruce,,Hackney,51.54309,-0.07176,Entire home/apt,179,2,66,7/9/2018,0.78,1,170,1,
47987,37275088,Stunning 4 Bed House w/Garden in Hackney,203207522,Paige And John,,Hackney,51.54674,-0.04795,Entire home/apt,179,4,5,1/25/2020,0.2,32,151,0,
57705,43883562,"Citadines South Kensington London, 1 Bedroom Apt",345511173,Citadines,,Kensington and Chelsea,51.49833,-0.18421,Private room,179,1,15,6/13/2021,4.29,3,163,15,
57702,43883548,"Citadines South Kensington London, Studio Deluxe",345511173,Citadines,,Kensington and Chelsea,51.49724,-0.18261,Private room,179,1,6,5/23/2021,1.35,3,165,6,
4305,4634092,Enchanting Colourful Flat with Patio Garden,23997177,Clodagh,,Kensington and Chelsea,51.51755,-0.20578,Entire home/apt,179,3,84,7/25/2021,1.3,1,70,2,
54901,41871827,Magnificent 3 Bedroom apartment at Garden Level,328081094,Bass,,Kensington and Chelsea,51.50065,-0.18677,Entire home/apt,179,4,0,,,12,123,0,
42783,33422502,Cosy standard studio ap. near Earls Court St.,240994480,Keyhost,,Kensington and Chelsea,51.49495,-0.19242,Entire home/apt,179,5,2,8/1/2019,0.09,18,352,0,
24748,20301087,Modern 2bed 2bath flat in Kensington/Holland Park,142239716,Dev,,Kensington and Chelsea,51.49978,-0.20764,Entire home/apt,179,2,25,7/9/2018,0.54,1,0,0,
17193,15415446,Fantastic 4BD House with Garden Hackney - Sleeps 8,11161549,Michael,,Hackney,51.53895,-0.05121,Entire home/apt,179,3,7,7/31/2017,0.12,1,0,0,
50462,39012333,Inviting 3BR Flat in Arty Stoke Newington (Veeve),137094377,Veeve,,Hackney,51.55667,-0.07597,Entire home/apt,179,6,0,,,276,1,0,
39268,30423456,Cozy flat in Kensington an ideal place.,172650907,Palitha,,Kensington and Chelsea,51.49784,-0.19273,Entire home/apt,179,2,2,12/20/2018,0.06,1,362,0,
44722,34989502,Stunning Stylish Flat in Heart of Notting Hill,210772532,Nini,,Kensington and Chelsea,51.51083,-0.19554,Entire home/apt,179,2,13,1/4/2020,0.47,1,282,4,
45977,35923969,Private 3 Bedroom Apartment Close to Portobello,3030957,Tryce,,Kensington and Chelsea,51.51809,-0.22445,Entire home/apt,179,3,11,8/30/2021,0.47,3,68,4,
30979,23935598,Luxurious 3 bed apartment in Kensington,1238994,Samit,,Kensington and Chelsea,51.49624,-0.18775,Entire home/apt,179,2,2,6/4/2018,0.05,1,0,0,
47098,36697806,Perfect Kensington apartment near Gloucester Road,275827905,Natasha,,Kensington and Chelsea,51.4956,-0.18817,Entire home/apt,179,2,19,12/29/2019,12.95,3,5,5,
60487,45869774,The Studio House - Unique and Newly Refurbished,127667739,Lexi,,Kensington and Chelsea,51.48299,-0.18408,Entire home/apt,179,2,10,7/12/2021,0.94,1,9,10,
40325,31371504,The Notting Hill Nook - Bright & Quiet 2BDR,22115472,Maya,,Kensington and Chelsea,51.51356,-0.20847,Entire home/apt,179,2,20,5/19/2021,0.63,14,300,11,
60210,45697496,The Powis Square Escape - 2BDR in Notting Hill,64285200,Jon And Esme,,Kensington and Chelsea,51.51704,-0.20014,Entire home/apt,179,2,5,7/15/2021,1.06,11,6,5,
19481,17147365,"Away from it all, in the heart of it all.",6304595,David,,Hackney,51.54197,-0.06096,Entire home/apt,180,3,20,7/27/2019,0.37,1,337,2,
55437,42195612,Bright & Sunny family home-Stoke Newington-LONDON,335036163,Mags,,Hackney,51.56224,-0.09273,Entire home/apt,180,2,0,,,1,0,0,
5569,6024877,Cosy one bedroom apartment in Kensington Olympia,24513893,Tim,,Kensington and Chelsea,51.49933,-0.20896,Entire home/apt,180,6,2,12/31/2019,0.1,1,0,0,
1735,1333509,Fabulous Earls Court Studio,7232895,Hanan,,Kensington and Chelsea,51.49319,-0.19192,Entire home/apt,180,5,14,7/11/2019,0.16,1,364,0,
2087,1797438,NEWLY RENOVATED Chic Garden Flat with Parking!,1974242,Anna,,Kensington and Chelsea,51.51335,-0.2029,Entire home/apt,180,3,40,9/2/2019,0.45,1,0,0,
59577,45322769,Little Beauty by London Fields,6947502,Kari,,Hackney,51.54168,-0.05728,Entire home/apt,180,4,6,1/21/2021,0.66,1,176,6,
16027,14347877,Stylish House near Broadway Market / London Fields,54456378,Michael,,Hackney,51.53785,-0.05789,Entire home/apt,180,3,20,6/26/2021,0.37,1,5,7,
62084,47348127,MODERN CHELSEA,15368760,Sarah,,Kensington and Chelsea,51.49454,-0.16749,Entire home/apt,180,1,0,,,12,330,0,
55287,42100579,Charming Studio Surrounded by Shops in Belgravia,107202782,Samila,,Kensington and Chelsea,51.49618,-0.15708,Entire home/apt,180,3,2,7/22/2020,0.11,1,0,0,
988,608897,Double Bedroom in the heart of Chelsea,19089385,Franc,,Kensington and Chelsea,51.48631,-0.16845,Entire home/apt,180,2,10,12/28/2018,0.3,1,0,0,
981,607129,Excellent Shoreditch apartment - fantastic terrace,3008010,Anders & Gabriel,,Hackney,51.53832,-0.07626,Entire home/apt,180,3,142,8/25/2021,1.55,1,218,4,
47064,36663103,Stunning 1 Bed Apt w/Terrace near Earls Court,219610650,Diana And John,,Kensington and Chelsea,51.49391,-0.1946,Entire home/apt,180,7,7,9/29/2019,0.28,33,154,0,
2203,1952445,"King's Road, Chelsea family flat with parking",10032879,Sanjay,,Kensington and Chelsea,51.47911,-0.18472,Entire home/apt,180,10,32,8/7/2019,0.44,5,248,4,
2236,1987856,Spacious Victorian family home with garden,263632,Katie,,Hackney,51.5521,-0.04636,Entire home/apt,180,5,11,8/14/2021,0.43,1,68,2,
64406,49301881,Beautiful Mews Cottage,90975544,Marina,,Kensington and Chelsea,51.49705,-0.19407,Entire home/apt,180,3,1,8/30/2021,1.0,2,58,1,
53952,41131474,Unique Clapton 1 bed Garden Flat,460342,Abbie,,Hackney,51.56125,-0.05834,Entire home/apt,180,3,2,7/20/2021,0.73,1,251,2,
18223,16210910,Beautiful South Kensington Apartment,105908716,Angela Walker,,Kensington and Chelsea,51.49654,-0.18834,Entire home/apt,180,3,1,12/3/2016,0.02,43,250,0,
22256,19028439,Beautifully Designed 2BD w Balcony Nr Notting Hill,68805718,Kim,,Kensington and Chelsea,51.51921,-0.22032,Entire home/apt,180,2,61,10/25/2019,1.62,2,193,0,
20571,17958590,1 Bedroom Apartment Central London (has 2 beds),5966390,Chris,,Kensington and Chelsea,51.4938,-0.18942,Entire home/apt,180,6,4,7/11/2017,0.08,5,365,0,
12086,11502642,Beautiful 5-bed house in Hackney - families only,60590692,Jason & Miriam,,Hackney,51.54876,-0.06566,Entire home/apt,180,5,24,8/14/2019,0.64,1,47,0,
8668,8370008,"4 Bed Family House in Clapton, Hackney.",22405355,Alison,,Hackney,51.55841,-0.04981,Entire home/apt,180,14,1,7/15/2016,0.02,4,297,0,
53288,40715509,Chic 2 Bed flat in Hackney near Chatsworth Road,5510448,Abigail,,Hackney,51.55609,-0.04262,Entire home/apt,180,2,4,5/23/2020,0.19,2,0,0,
532,432986,Beautiful Notting Hill Flat Close to Portobello Rd,491402,Jay,,Kensington and Chelsea,51.52021,-0.22287,Entire home/apt,180,2,14,8/7/2021,0.13,1,339,2,
69917,51825871,Modern Artistic Flat in South Ken,63568831,Eddie,,Kensington and Chelsea,51.49078429,-0.181102466,Entire home/apt,180,5,0,,,1,70,0,
46720,36419592,"Sunny, spacious house with roof top garden",413898,Mariah,,Hackney,51.54479,-0.04817,Entire home/apt,180,10,0,,,1,0,0,
37162,28833016,Bright & elegant Victoria Park flat (Hackney),9575351,Louise,,Hackney,51.53797,-0.05053,Entire home/apt,180,7,5,7/25/2019,0.14,1,175,0,
27610,21854186,Stunning Mews House in Dalston London Zone 2,4252393,Anna,,Hackney,51.54652,-0.0636,Entire home/apt,180,5,1,1/2/2018,0.02,1,0,0,
53486,40837517,Family garden flat in central Notting Hill,3272705,Alex,,Kensington and Chelsea,51.51443,-0.20327,Entire home/apt,180,3,1,1/1/2020,0.05,1,87,0,
48738,37793827,Gorgeous flat in lovely Notting Hill/Kensington,286009917,Caio,,Kensington and Chelsea,51.50804,-0.19612,Entire home/apt,180,2,8,1/3/2020,0.35,1,0,0,
55732,42374107,Top floor flat in Holland Park villa,337053697,Davide,,Kensington and Chelsea,51.50452,-0.20785,Entire home/apt,180,3,0,,,1,158,0,
8879,8577613,Double Bedroom Portobello Rd,19144163,Joe,,Kensington and Chelsea,51.52175,-0.21023,Private room,180,3,1,10/13/2015,0.01,1,0,0,
50831,39221084,Beautiful apartment in Chelsea (2 bedrooms),64961819,Melody,,Kensington and Chelsea,51.49335,-0.16984,Entire home/apt,180,3,2,11/29/2019,0.09,1,0,0,
3515,3704739,"ARTY & SPACIOUS NEAR CANAL Garden, Free Parking(3)",5368354,Laura,,Hackney,51.53929,-0.08438,Entire home/apt,180,2,16,9/19/2019,0.64,3,9,0,
14817,13664960,Spacious Room with Ensuite in Chelsea,11168701,Alex,,Kensington and Chelsea,51.49269,-0.17192,Private room,180,1,0,,,1,0,0,
41639,32495392,★Casa Italia near kings rd★ Wifi&Washing Machine,42399974,Emanuele,,Kensington and Chelsea,51.48005,-0.17971,Entire home/apt,180,3,11,11/5/2019,0.36,1,77,0,
56770,42992605,Large Shoreditch apartment with private rooftop,40111128,Constantijn,,Hackney,51.52622,-0.07886,Entire home/apt,180,5,0,,,1,0,0,
68877,51415966,Lovely one bedroom in Knightsbridge,297765625,Ehsan,,Kensington and Chelsea,51.49595,-0.18468,Entire home/apt,180,6,0,,,3,365,0,
43133,33681737,Spacious two bedroom apartment in Central London,174807885,Shahryar,,Hackney,51.53604,-0.08821,Entire home/apt,180,5,7,8/8/2019,0.3,1,152,2,
62934,48439436,Urban Stay - 2-Bed 1-Bath Apartment Oxford Gardens,17911918,James,,Kensington and Chelsea,51.51957,-0.21103,Entire home/apt,180,7,2,7/23/2021,0.38,12,162,2,
61944,47089861,Contemporary 2 bedroom apt on the Kings Road,117247747,Gemma,,Kensington and Chelsea,51.48281,-0.17758,Entire home/apt,180,5,0,,,2,240,0,
29802,23224222,Luxury 2BD Mews House in Heart of Notting Hill,28820321,Veronica,,Kensington and Chelsea,51.51491,-0.20737,Entire home/apt,180,2,5,8/7/2018,0.13,248,0,0,
17096,15327137,"Quiet sunny large ensuite room, elegant Kensington",23041516,Roxi,,Kensington and Chelsea,51.50132,-0.19035,Private room,180,10,0,,,2,314,0,
68318,51187597,One bedroom apartment in Kensington,1967808,Izabela,,Kensington and Chelsea,51.49402,-0.19049,Entire home/apt,180,5,0,,,21,59,0,
10900,10162132,Modern apartment in Kensington,52102841,Philip,,Kensington and Chelsea,51.50112,-0.21061,Entire home/apt,180,2,0,,,1,0,0,
6062,6479935,"Luxury home with cinema, fireplace & roof-garden!",4577135,Ed,,Hackney,51.55635,-0.05418,Entire home/apt,180,5,5,8/20/2017,0.07,3,0,0,
49893,38592739,"Stunning 2 Bed Apt, Sleeps 4 nr Chelsea",294486007,Jimmy,,Kensington and Chelsea,51.48336,-0.18684,Entire home/apt,180,2,1,12/15/2019,0.05,1,0,0,
59287,45146660,Two Bedroom Apartment with Balcony near Shoreditch,25423352,TheSquare,,Hackney,51.53088,-0.07288,Entire home/apt,180,5,0,,,47,345,0,
6134,6549520,Leafy Notting Hill Home & Garden,3736720,Nadia,,Kensington and Chelsea,51.51896,-0.20523,Entire home/apt,180,2,56,4/18/2018,0.87,1,0,0,
49907,38599179,"2 bed, Penthouse flat with balcony in Notting Hill",294546979,Jasper,,Kensington and Chelsea,51.52221,-0.21132,Entire home/apt,180,7,1,10/28/2019,0.04,1,0,0,
3646,3861032,Victorian Flat Stokey/Dalston for 6,19921404,Jess,,Hackney,51.55581,-0.08065,Entire home/apt,180,10,11,5/1/2021,0.13,3,250,1,
58449,44397647,Chelsea Famous Kings Road 3 Bed Great Views Modern,337481268,Pero,,Kensington and Chelsea,51.48157,-0.17946,Entire home/apt,180,3,0,,,3,179,0,
37743,29329191,TW Room in Flat - by invitation only,133692347,Tristan,,Hackney,51.5406,-0.05742,Private room,180,1,0,,,1,90,0,
58186,44205612,Amazing and Cosy 2 BEDROOM Apartment Kensington,338510519,Blue Star,,Kensington and Chelsea,51.49297,-0.19014,Entire home/apt,180,1,70,6/5/2021,5.25,16,136,50,
58543,44452904,Homely Modern Apartment in South Kensington,344983365,Dario,,Kensington and Chelsea,51.49415,-0.17599,Entire home/apt,180,4,5,7/26/2021,0.51,1,90,5,
66883,50594139,Stunning 3 bed house with garden,15235324,Carla,,Hackney,51.55532,-0.0818,Entire home/apt,180,6,0,,,1,102,0,
27268,21709108,Oxbridge Apartments 2 bedroom,157162885,Amina,,Kensington and Chelsea,51.49466,-0.18922,Entire home/apt,180,2,2,6/26/2018,0.08,5,158,0,
17951,16047638,Charming Sloane Square Apartment,104469109,Fiona,,Kensington and Chelsea,51.49226,-0.15754,Entire home/apt,180,1,0,,,1,0,0,
4103,4408926,Feel at Home in Prestige Apartment,22884805,Christian,,Kensington and Chelsea,51.49079,-0.19748,Entire home/apt,180,3,130,6/7/2021,1.58,1,246,3,
